"protein_id" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"2480" "P14867" -0.0502019815866522 -0.157818296397132 -4.09283023484441 5.4173855139938e-05 0.00867963657260244 1.45521917821755
"8508" "Q9NTU7" -0.0923483213585829 -0.154548085239051 -4.08307146982262 5.63808125860443e-05 0.00875057993885752 1.41798209483421
"6147" "Q15172" -0.0408491261777256 0.169892469132052 -4.08211049577957 5.660270727586e-05 0.00875057993885752 1.41431956577164
"4189" "Q96PV0" -0.0497980890212717 0.0759261023120616 -4.06768602795461 6.00349169680603e-05 0.00902173604557192 1.35943708429081
"1435" "Q96AG3" -0.0450034164252305 -0.0408351765240711 -4.06408032061525 6.09233073309527e-05 0.00902173604557192 1.34574528612501
"362" "Q96QD8" 0.209458939888806 0.628743553672449 4.06205385852883 6.14280711228229e-05 0.00902173604557192 1.33805507725788
"3340" "Q9H3S1" 0.0831253582847209 0.398552568897689 4.05420102627863 6.36978597337709e-05 0.00920173016350802 1.31615247850654
"6304" "O43707" -0.0413508273366638 0.151974673850787 -4.04387358726884 6.61379507572434e-05 0.00938457650702566 1.26921711013839
"303" "Q8NBU5" -0.0544045639079599 -0.118249920996455 -4.04033572246488 6.70935451591712e-05 0.00938457650702566 1.25585358117504
"2295" "O95861" 0.0304370206610577 0.0472529685234816 4.02659159598224 7.09319266819308e-05 0.00973816594843457 1.20403795433426
"4964" "O00194" 0.127834194148545 -0.0897779583898691 4.02347226308295 7.18316825520027e-05 0.00973816594843457 1.19230013842668
"4734" "Q5TIH2" 0.122186352581165 0.606031357303009 3.99967817086544 8.35209640321216e-05 0.0105741153115466 1.1329968582111
"3164" "Q15149" 0.0603731408785755 -0.04161529870563 4.00288936745086 7.80462933226109e-05 0.0103839691859218 1.11505368924819
"545" "Q9HAV0" 0.0576248824549003 0.0972137581158206 4.00002022202465 7.89521034335864e-05 0.0103839691859218 1.10431430276532
"1486" "P04792" 0.148489672241367 0.166275160942256 3.99483696762839 8.06138652461984e-05 0.0104466085374926 1.08493066625598
"176" "Q9UPP2" -0.0397503523470716 -0.15464273761104 -3.98458871641187 8.39977385165979e-05 0.0105741153115466 1.04667235963248
"7551" "K7EKD1" 0.215153923251694 -0.291078865902835 3.9811617026127 8.53885773262465e-05 0.010597804836604 1.03722499116708
"7449" "P61158" 0.0262725874199854 -0.423358868215028 3.96864013030017 8.95333477864622e-05 0.0108426410163711 0.987310235397166
"3471" "Q9BXM9" 0.0398449535085253 0.167072790636009 3.96783398580219 8.98221509526888e-05 0.0108426410163711 0.984315397461251
"943" "Q9NQH7" -0.0543391839866939 -0.222147209129493 -3.9569363690173 9.38140466654642e-05 0.0111714780975145 0.943884529603804
"1414" "Q01433" 0.0632821808476207 0.108948741758636 3.94860575164588 9.69785510686764e-05 0.0113943332268957 0.913045161063535
"6208" "Q08629" 0.073081532018625 -0.147531529040424 3.93695353134908 0.00010210793495756 0.0118391463532371 0.875302127515426
"6622" "Q8TF61" -0.0518318210346085 -0.278573088421272 -3.92695516143666 0.00010568317120938 0.0120945468142475 0.833171060856746
"7252" "Q15075" -0.0299472444367948 -0.169800856830738 -3.91417894740744 0.000111162162471826 0.0125584740474581 0.786223079180394
"4554" "Q6GMV3" 0.0634373812161567 0.255540340241257 3.91016970416543 0.000112936278905979 0.0125973986040442 0.77151911236446
"6569" "Q9UPM9" 0.116740330706391 -0.0582458049754133 3.89205610634219 0.000145704445980833 0.01351523766298 0.755127496923129
"1089" "Q8NAN2" -0.064013575144759 -0.15425433880215 -3.90154373690678 0.000116844720858037 0.0127624326683334 0.739929511819436
"4496" "Q9Y2H0" -0.0428302823325164 -0.0591457171533882 -3.90052989815035 0.000117312420124263 0.0127624326683334 0.736220831757868
"3887" "Q8NI08-2" 0.0417939647980218 -0.0931423601979448 3.89449368406477 0.000120133945085258 0.0129100039523328 0.714158098877412
"2545" "Q15121" 0.075891487245648 -0.444548996858438 3.87962542994915 0.000127360564507918 0.0133169081790568 0.659945861696233
"8521" "O76038" 0.147123462768818 -0.214989556505499 3.87930610703777 0.00012752019466275 0.0133169081790568 0.658783617877304
"7103" "Q9GZT3" -0.0670706936174543 -0.0475064713458925 -3.87744555645435 0.00012845406209939 0.0133169081790568 0.652013473311585
"7995" "Q86TM6" -0.0584457422894679 -0.180563867395874 -3.86229030405282 0.000136305834853795 0.01351523766298 0.596976549983459
"4677" "Q5VUM1" -0.0848051818794174 -0.286764363979755 -3.86196610058325 0.000136478663375455 0.01351523766298 0.595801329233371
"174" "O95847" -0.0623886815544645 -0.139128833696564 -3.86188498039011 0.00013652193989404 0.01351523766298 0.595507286753377
"7334" "Q96P70" 0.0363596185049355 0.214592256003713 3.85949878991483 0.000137800765965197 0.01351523766298 0.586860390995484
"7235" "Q8N350" -0.0854186254899956 -0.0528308415660742 -3.85497459331582 0.000140256597291752 0.01351523766298 0.570479275517672
"4735" "P24593" 0.129645998347511 0.458440299599244 3.84948288360225 0.000145693042371536 0.01351523766298 0.568752295959619
"5572" "P49674" 0.0409364999157637 0.148622245489453 3.85245918853942 0.000141639870702821 0.01351523766298 0.561379099560814
"3356" "Q14765" -0.101668717104527 -0.377592855549206 -3.84941620040349 0.000144292729602331 0.01351523766298 0.557739667027263
"5348" "Q9NZM3" -0.0310212544761725 -0.113286122749302 -3.85025156643129 0.000142864515615511 0.01351523766298 0.553396858758791
"727" "Q9UKV5" -0.0662685335498897 0.0586344053661068 -3.83616322234309 0.00015508451966126 0.0137727228314856 0.527497564254017
"3883" "P25098" -0.0417688838906561 -0.194870366935455 -3.83891861922574 0.000149310631973567 0.013688202570726 0.512485051933534
"4975" "P04406" 0.0469057017215981 -0.555965432438094 3.83502424445832 0.000151588550434911 0.013688202570726 0.498451710595413
"8553" "O75935" 0.0294414971465954 0.171261784010124 3.83393892225025 0.000152229216061183 0.013688202570726 0.494543069913674
"3187" "Q9Y2V2" 0.0830640800268064 0.320963896751342 3.8271501861843 0.000156295084333699 0.0137727228314856 0.47011718503849
"3102" "Q9BQ16" 0.105889888548908 0.379616853842917 3.81874625524638 0.000161470621961309 0.0140879120863669 0.43993437052871
"8065" "Q01484-5" 0.0376620638700842 -0.0159222796186153 3.81251362611901 0.000165413164369547 0.0142765559899703 0.417588803103382
"761" "Q9HAB8" 0.0422436463590384 0.320897588908311 3.81024132588352 0.000166873044367561 0.0142765559899703 0.409450290096348
"8552" "P47224" 0.0568030769763871 -0.264096125748323 3.80260168502145 0.00017450720282628 0.014618315203799 0.399904493399072
"4569" "Q16204" 0.0427466219619039 -0.0169916356717064 3.80488986561503 0.000170359446107868 0.0144346869144474 0.390300851294516
"2662" "P04049" 0.0472807444634794 0.0350021141628148 3.79598223871586 0.000176918660995871 0.014618315203799 0.363241189881354
"4164" "Q04446" 0.0479553360961947 -0.00213375970981475 3.78754164814182 0.000182140857254015 0.014618315203799 0.328391273343288
"3273" "H7BXZ5" -0.0384518756933658 -0.210510368343676 -3.78743419957606 0.000182216169532575 0.014618315203799 0.328008631084808
"8436" "Q9NT99" -0.0559207680095055 0.0543481575733424 -3.7871588504674 0.000182409300067547 0.014618315203799 0.327028112155253
"4493" "P49418" 0.0454670142219833 -0.243650316343618 3.78705797386879 0.000182480103542656 0.014618315203799 0.326668906571572
"8337" "Q8IVH8" -0.0330818174581396 0.0876013666044103 -3.78211220168978 0.000185983464156577 0.0147280149806933 0.309068490392276
"7229" "Q14693" 0.0679153612925633 0.20066111280331 3.77668963724864 0.000190534919178284 0.0147280149806933 0.296381722278956
"7076" "P43686" 0.0401836897878246 0.180943499703894 3.7773534724944 0.000189414222108442 0.0147280149806933 0.292153492930237
"4921" "Q9Y2R9" -0.0825895294910608 -0.359585529620136 -3.77593243089151 0.000190450240144514 0.0147280149806933 0.287106137088298
"7760" "Q6UXK2" 0.0692492253685643 0.346011675422163 3.76922526389031 0.000196286996446117 0.0148826724529123 0.26961202961968
"102" "P48751" 0.061908883425804 0.118078375183634 3.77012776740974 0.000194737991329014 0.0148826724529123 0.266506710019785
"6718" "P84101" 0.109847238678635 0.180158173277805 3.76011318956312 0.000207538097708688 0.0149402187308985 0.256930996192471
"189" "Q9UPR0" -0.039174725126415 -0.0012443782062831 -3.76631680429344 0.000197602437243615 0.0148826724529123 0.252998189473999
"5542" "Q8WY91" 0.104040428150763 0.0288145840025784 3.76022863729493 0.00020536888672279 0.0149402187308985 0.249545955100579
"6861" "Q96AT9" 0.0652841714010084 0.294513307707979 3.7585946725682 0.000203529043512654 0.0149402187308985 0.225664172933343
"607" "E9PHK0" -0.111589458292712 -0.418111618846547 -3.75791182412169 0.000204061114756214 0.0149402187308985 0.223249559046976
"2916" "P10768" 0.0524526787165841 -0.0904062351707042 3.75451958243518 0.000206723845033286 0.0149402187308985 0.211260221020065
"6949" "Q9UPV7" -0.0432957502200187 0.0559260486224744 -3.75223050733781 0.000208539140251987 0.0149402187308985 0.203175434421889
"4555" "Q9BWD1" 0.0597010175735254 -0.202749726530401 3.74268531198961 0.000216272115366058 0.0152895319715371 0.169511276532273
"1557" "A0A096LP75" 0.0459936982190765 0.155754794103669 3.74194251245866 0.00021688509946007 0.0152895319715371 0.166894842369759
"163" "Q9NR28" -0.049834266577801 0.0538458610664444 -3.73583835777147 0.000221984902590668 0.0155248489018172 0.145411559008474
"6320" "Q9UHQ9" -0.0636272385217482 -0.39102233878723 -3.73320663892143 0.000224218322617938 0.015557573692199 0.13615923472728
"162" "Q6ZR64" -0.0962056198773374 -0.0599620676602757 -3.71802556151025 0.000246178728701646 0.0160670534209047 0.128860913714196
"1850" "Q9GZY4" -0.0556532962343158 -0.147408531309942 -3.7232365050337 0.000232873226365272 0.0155952614205319 0.101161320476599
"6142" "Q9BYJ9" -0.0325233138853353 0.0941509550960282 -3.72301364725261 0.000233070237851712 0.0155952614205319 0.100380005813873
"8261" "Q9Y6N8" -0.0477671101696238 -0.416883757949364 -3.72144088097089 0.000234465074466697 0.0155952614205319 0.0948672772530061
"2974" "Q9UBQ7" 0.0418550655330418 0.10902833104465 3.72131613375407 0.000234576045049751 0.0155952614205319 0.0944301149159896
"1520" "Q15349-2" 0.0451586431076259 0.0646110003500052 3.7205293163584 0.000235277111112198 0.0155952614205319 0.0916731122016721
"1410" "Q9P1W3" 0.0595098320786435 0.202426928029117 3.7204138749123 0.000235380137191415 0.0155952614205319 0.0912686510115028
"3506" "P82673" -0.0858296438741551 -0.26228354456999 -3.71316901071564 0.000241931609425596 0.0159097115093907 0.0659084709205455
"2365" "Q13951" 0.0721961417528517 0.497011854327236 3.70863730613092 0.000247970865324903 0.0160670534209047 0.0642179756927499
"1623" "P62487" 0.0507015828352521 -0.0838813292071395 3.70092299113028 0.000260229016942302 0.0163435444067507 0.0517380136234014
"2308" "B2RUY7" -0.0597099708166768 -0.110162400663318 -3.700972559092 0.000254140310639816 0.01622814795187 0.0331547026851462
"4266" "O95140" -0.0302285274226747 0.0112485072813112 -3.70044933927642 0.000253851581720562 0.01622814795187 0.0214934734762409
"5812" "P49754" 0.0304560605228813 0.097830140052837 3.69412008550528 0.000259987057756222 0.0163435444067507 -0.000555268926370367
"2768" "Q8N8L6" 0.0576449859814523 -0.0127698070667276 3.69141122042153 0.000262655448159878 0.0163435444067507 -0.00998137849206504
"3845" "O43150" -0.0365556518334286 -0.0861831762826642 -3.69050077323557 0.000263558069497404 0.0163435444067507 -0.0131480642319817
"2154" "O43896" 0.0566626483844578 -0.0243328336532516 3.68621427005678 0.000268951828425903 0.0163435444067507 -0.0206345214658512
"112" "Q96BX8" 0.0706904648088575 0.212021660123706 3.68505851283048 0.000271444701593239 0.0163435444067507 -0.0248163263804653
"2875" "P21359-6" -0.0328560250388739 -0.115653749450049 -3.68334464009705 0.000270755113140515 0.0163435444067507 -0.0380133703373415
"8678" "P16519" 0.0659756671340092 -0.171726173946653 3.682251665887 0.000271870494678432 0.0163435444067507 -0.0418072199934576
"4730" "P51151" 0.0368622979406015 0.0533419048655519 3.68150037193283 0.000272639699023191 0.0163435444067507 -0.044414456804768
"6634" "Q9H4B0" -0.0918200807388534 -0.12314698821025 -3.66000656698848 0.000301443758870511 0.0173615843344245 -0.0881181023815838
"4657" "P35754" 0.0535822196558179 0.376424883749281 3.66240283788639 0.00029289462581294 0.0173488654268556 -0.110525464871825
"3595" "A2A2V1" 0.0500137015231883 -0.346276378852397 3.66198992870676 0.000293347815320187 0.0173488654268556 -0.111951374946218
"7853" "P19440" 0.0607506521015229 0.203957342635724 3.65717306029809 0.000299575108500115 0.0173615843344245 -0.121447832410091
"5865" "Q16555-2" 0.0374246602474871 -0.20890373189239 3.65891936549691 0.000296738679451619 0.0173615843344245 -0.122550407141462
"6465" "Q03001" 0.0271909383371105 0.00760898961473288 3.65714613067436 0.000298713652647037 0.0173615843344245 -0.128667581318906
"7345" "Q8N0V4" -0.0933891183059131 -0.292426681018915 -3.64442434162568 0.000314172903423349 0.0178612362901068 -0.165292185956693
"6287" "A0A087X0K4" -0.03642404642861 0.00664657095991548 -3.6464424681152 0.000310900204910025 0.0177899519848516 -0.165534521332878
"8386" "Q96FH0-2" 0.060229435553525 -0.0243727369636398 3.64163745905392 0.000317137644484019 0.0179142110461101 -0.177679623520461
"4672" "K7EIU8" 0.0667894379126398 0.398557831997234 3.62577827509438 0.000335761571024274 0.0187764338367387 -0.236428236801816
"4346" "H3BN98" -0.0380682482010496 -0.35854927132905 -3.6246362758642 0.000337188622301959 0.0187764338367387 -0.24033536521734
"8755" "Q9HD33" -0.0725272910137227 -0.182810738890787 -3.62189304899988 0.00034063991306205 0.0187764338367387 -0.249716163266131
"1476" "Q9NSD9" -0.0517144591126782 -0.417462361547413 -3.62099497296087 0.000341776990773004 0.0187764338367387 -0.252785826012832
"3817" "Q6ZVL6" -0.0491385493545473 -0.0263598207680214 -3.61998847116509 0.000343055588710274 0.0187764338367387 -0.256225261637392
"3260" "P61163" 0.0294239657017977 -0.0681510949265497 3.6149571691601 0.000349514733136334 0.0189496107404755 -0.273405143552731
"2743" "Q8TDX7" 0.0510935610092994 0.216497721446715 3.61418161704446 0.000350520489184919 0.0189496107404755 -0.276051390507439
"5000" "Q16623" -0.0587149249010181 -0.102319187992867 -3.61247191375339 0.000352747291423777 0.0189537142196727 -0.281883194348452
"8137" "P50416" -0.0588343292529982 0.21848077434082 -3.60752665782777 0.000359263305611528 0.0190874920059305 -0.298737202464113
"4457" "P32189-1" -0.0406500077244444 0.135741557501157 -3.60679292870277 0.000360239668792164 0.0190874920059305 -0.301236028839906
"3065" "Q9UJV8" -0.0463371797299927 0.270470376108801 -3.60567261435506 0.000361735266113299 0.0190874920059305 -0.305050528747119
"7651" "P14618" 0.0351146003118945 -0.362547075754802 3.60383775464328 0.000364197375056578 0.0190889537252273 -0.311295593664733
"4865" "P48730" 0.0642084566191951 -0.51691688314078 3.60243116637859 0.000366095458416185 0.0190889537252273 -0.316081029799491
"5398" "Q92843" -0.0397886165375046 -0.0870894711541475 -3.59789569531521 0.000372972520858103 0.01924786477629 -0.327006893722926
"1566" "P49327" 0.0451144486363208 0.0517330962885615 3.59700021267274 0.000373511674619337 0.01924786477629 -0.33454187395739
"7280" "P53794" 0.142111199313629 0.486070552363049 3.58990432156433 0.000385597742145455 0.0195280879527917 -0.346157309188566
"8754" "O75312" -0.0443064758236702 -0.0031148028263081 -3.59136547173245 0.000381355170921888 0.0194852343949294 -0.353668353422941
"8570" "O00170" 0.0337656109900426 0.111698340725422 3.59052352533406 0.000382540348425191 0.0194852343949294 -0.356523874947571
"7652" "P51798" 0.0385709443596521 0.204390267666366 3.57998294707741 0.000397673645208988 0.0200245723518949 -0.392220866426575
"7471" "Q9NVE7" 0.0345252104223412 -0.150154033665556 3.56960727522851 0.000413117640793493 0.0206840491515469 -0.427265031829189
"6954" "O75494" 0.0434636725173809 -0.0122948765671827 3.5673477422991 0.000416554726707289 0.0207383065070318 -0.434884258385502
"6607" "P07902" 0.0728541977208361 -0.132111701300443 3.56437924058768 0.000422647659539882 0.0209234335722778 -0.441003245885421
"3641" "Q15014" 0.0632778704183814 -0.172375684898477 3.55584574164965 0.00043727836239899 0.0214072051636661 -0.458479126476208
"6225" "O95155" -0.0348287031309837 -0.0384095325811319 -3.55761352741911 0.000431671011445751 0.0212507539265919 -0.4676575721724
"5860" "P22314" 0.0295802478889365 -0.0642206017482893 3.55089903297664 0.000442396223000402 0.0214357951834553 -0.49021595529881
"2266" "Q8N9F0" -0.0566784495068127 -0.11879578555505 -3.54976088042161 0.000444238807085836 0.0214357951834553 -0.494035862074684
"4939" "Q8IV01" -0.0660825125860033 -0.531249454231203 -3.54856585978213 0.000446181200330793 0.0214357951834553 -0.498045416787578
"3449" "Q9P2J5" -0.0346469933371228 -0.258442436832374 -3.54770055702456 0.000447592636604151 0.0214357951834553 -0.500947919399925
"4947" "P60900" 0.025131047770807 -0.090350288846671 3.54567252756727 0.000450917074355445 0.0214782770768658 -0.50774802305876
"1958" "Q9UK39" -0.0642887527716299 0.00286845027818436 -3.53842489725767 0.000462987898549907 0.0219346739893644 -0.532020460434123
"205" "Q96EQ0" -0.0464345728295717 -0.0912908441649208 -3.52883714064115 0.000479421966798512 0.0225917987776925 -0.564059642380124
"2073" "A0A0A0MSJ9" -0.038462923211313 -0.117889516243442 -3.52580479457421 0.000484732372471737 0.0227137084882273 -0.574176069239273
"5055" "P27986" 0.0243761303070572 0.148565604230538 3.52442655346049 0.000487164197035288 0.0227137084882273 -0.578771465630616
"647" "P06307" 0.0869702273039784 0.299145467845034 3.5138262339979 0.000506253504689497 0.0234560445667481 -0.614060125228995
"8458" "Q07065" -0.0484771530289135 -0.303526565631171 -3.5126526352113 0.00050840949980128 0.0234560445667481 -0.617961024106618
"6601" "Q9H4A3-7" 0.0266504094398363 0.0490282649219141 3.50115370163821 0.000529993718411639 0.0243245033679342 -0.656118415121574
"3935" "Q96CV9" 0.0348046867547243 0.0210372364023817 3.49468524174 0.000542509491742047 0.0246638824322192 -0.677532182177954
"3576" "Q86YM7" -0.0446228128412708 0.0772960658015139 -3.49155967140734 0.000548655781842869 0.0246638824322192 -0.687866237605868
"2869" "Q8N511" 0.0907373800022757 -0.0546660861836086 3.48952034134593 0.000552701100753483 0.0246638824322192 -0.694604256318791
"3034" "P51398" -0.0817208760628194 -0.521384893290078 -3.48930360027412 0.000553132676578095 0.0246638824322192 -0.695320162605257
"8172" "Q96PB7" -0.0539976652666966 -0.149193143472589 -3.48756227111667 0.000556611482673802 0.0246638824322192 -0.701070365829169
"1540" "F5H265" 0.0412021831348806 0.26547146584887 3.48651275331153 0.000558718074823387 0.0246638824322192 -0.704534793736343
"3843" "Q9BQI5-5" -0.0728331576533253 -0.426661338182911 -3.4863036597929 0.000559138657636053 0.0246638824322192 -0.705224890252885
"6793" "Q9Y399" -0.0713161462129829 -0.158808709216274 -3.4847747484869 0.000562223013871081 0.0246638824322192 -0.710269777685546
"1213" "P16870" 0.0605102982109884 -0.0611883376355746 3.48447924288468 0.000562820986437746 0.0246638824322192 -0.711244609793868
"4415" "P63092" 0.0362380899808654 -0.293124950808035 3.48267291468576 0.000566489152026179 0.0246638824322192 -0.71720177531276
"7724" "O15400" 0.0331235482050372 -0.119625385688274 3.48081920031902 0.000570276795077537 0.0246638824322192 -0.723312248479419
"4166" "Q96HD1" -0.0576762841440335 -0.110473992925076 -3.47953972869771 0.000572904911087208 0.0246638824322192 -0.727528067628359
"7315" "Q63HM9" 0.068383487704056 -0.931470934752346 3.47911786204645 0.000573773933114497 0.0246638824322192 -0.728917790943513
"407" "O15327" 0.0353494438927363 -0.200016904618022 3.46832639413218 0.000601016484719665 0.0251002713902829 -0.743485322957775
"193" "A0A0A0MTM9" -0.0426993305518888 -0.19475434534367 -3.47454941543414 0.000583264002285874 0.0248767733808616 -0.743957297769696
"3226" "Q9Y450" 0.0342689196058685 -0.107792742507134 3.47402024847339 0.000584372683821873 0.0248767733808616 -0.745698155283545
"2286" "Q9UJ83" -0.0932081178217524 -0.354054618876903 -3.4691307039885 0.000597442367977094 0.0250698197457817 -0.748054260410322
"2364" "Q8TBC4" 0.0243171891376777 0.0832292692746794 3.47050352893624 0.000591790951961734 0.0250698197457817 -0.757261255381316
"6157" "Q92581-2" 0.0396111749088935 -0.347490003026622 3.46882833854711 0.000595355532541142 0.0250698197457817 -0.762765532324373
"5068" "Q8IV50" 0.0416571828208085 -0.0451297814024554 3.46171488463252 0.000610716851289277 0.025385079686609 -0.786111260766567
"6716" "Q8N135" 0.0619065725207408 0.23206684657432 3.4569400312669 0.000622745937216917 0.0255238939476999 -0.793806473873517
